County Code,Perm ID,Facility Name,Building Nbr,Building Name,Building Status,SPC Rating *,Building URL,Height (ft),Stories,Building Code,Building Code Year,Year Completed,Count,Location 1
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-05519,ECU Waiting Building,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=00CT9&agencyCode=OSHPD,38,3,2001 California Building Code (CBC),2001,2013,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-05520,Original Building - North Portion,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=00CTH&agencyCode=OSHPD,17,1,1949 Uniform Building Code (UBC),1949,1952,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-05568,East Wing Canopy,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=13CAP&capID2=00000&capID3=001BD&agencyCode=OSHPD,29.83,2,1998 California Building Code (CBC),1998,2005,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-05900,ECU Waiting Walk-In Entry Canopy,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=006KL&agencyCode=OSHPD,12.67,1,2001 California Building Code (CBC),2001,2013,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10428,Hoag Memorial Hospital Presbyterian,BLD-05901,ECU Waiting Drop-Off Area Canopy,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=006KN&agencyCode=OSHPD,15.71,1,2001 California Building Code (CBC),2001,2013,1,"Newport Beach
(33.6252686, -117.9295568)"
30 - Orange,10431,Huntington Beach Hospital,BLD-02387,Hospital Tower,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=65HIS&capID2=00000&capID3=00044&agencyCode=OSHPD,58,5,1958 Uniform Building Code (UBC),1958,1965,1,"Huntington Beach
(33.703636, -117.986679)"
30 - Orange,10431,Huntington Beach Hospital,BLD-02388,Main Hospital,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=65HIS&capID2=00000&capID3=00045&agencyCode=OSHPD,12.5,1,1964 Uniform Building Code (UBC),1964,1965,1,"Huntington Beach
(33.703636, -117.986679)"
30 - Orange,10431,Huntington Beach Hospital,BLD-02389,ICU/CCU Addition,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=88HIS&capID2=00000&capID3=00044&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1988,1,"Huntington Beach
(33.703636, -117.986679)"
30 - Orange,10431,Huntington Beach Hospital,BLD-02390,Emergency Expansion,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=96HIS&capID2=00000&capID3=00040&agencyCode=OSHPD,,1,1992 California Building Code (CBC),1992,1996,1,"Huntington Beach
(33.703636, -117.986679)"
30 - Orange,10431,Huntington Beach Hospital,BLD-02916,CT Scan Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=85HIS&capID2=00000&capID3=00046&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1985,1,"Huntington Beach
(33.703636, -117.986679)"
30 - Orange,10431,Huntington Beach Hospital,BLD-02917,X-Ray Addition,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=72HIS&capID2=00000&capID3=00073&agencyCode=OSHPD,11.5,1,1970 Uniform Building Code (UBC),1970,1972,1,"Huntington Beach
(33.703636, -117.986679)"
30 - Orange,18178,Kaiser Foundation Hospital - Orange County - Anaheim,BLD-05274,Hospital,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=11CAP&capID2=00000&capID3=002KS&agencyCode=OSHPD,109,7,2007 California Building Code (CBC),2007,2012,1,"Anaheim
(33.852102, -117.844125)"
30 - Orange,18178,Kaiser Foundation Hospital - Orange County - Anaheim,BLD-05275,Central Utility Plant,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=11CAP&capID2=00000&capID3=002KT&agencyCode=OSHPD,45.9,3,2007 California Building Code (CBC),2007,2011,1,"Anaheim
(33.852102, -117.844125)"
30 - Orange,18152,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,BLD-03831,Main Building,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=08HIS&capID2=00000&capID3=00136&agencyCode=OSHPD,92,6,2001 California Building Code (CBC),2001,2008,1,"Irvine
(33.6569901, -117.7731628)"
30 - Orange,18152,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,BLD-03902,Central Plant,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=07HIS&capID2=00000&capID3=00033&agencyCode=OSHPD,,,2001 California Building Code (CBC),2001,2007,1,"Irvine
(33.6569901, -117.7731628)"
30 - Orange,10407,Kindred Hospital - Santa Ana,BLD-02353,Building I: Original Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=55HIS&capID2=00000&capID3=00027&agencyCode=OSHPD,13,1,1955 Uniform Building Code (UBC),1955,1955,1,"Santa Ana
(33.762314, -117.891121)"
30 - Orange,10407,Kindred Hospital - Santa Ana,BLD-02354,Building II,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00053&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1990,1,"Santa Ana
(33.762314, -117.891121)"
30 - Orange,10407,Kindred Hospital - Santa Ana,BLD-02355,Building III,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=76HIS&capID2=00000&capID3=00062&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1976,1,"Santa Ana
(33.762314, -117.891121)"
30 - Orange,10407,Kindred Hospital - Santa Ana,BLD-02356,Building IV,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00054&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1990,1,"Santa Ana
(33.762314, -117.891121)"
30 - Orange,10407,Kindred Hospital - Santa Ana,BLD-02357,Building V,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=93HIS&capID2=00000&capID3=00040&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1993,1,"Santa Ana
(33.762314, -117.891121)"
30 - Orange,10407,Kindred Hospital - Santa Ana,BLD-02358,Building VI,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00055&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1990,1,"Santa Ana
(33.762314, -117.891121)"
30 - Orange,10407,Kindred Hospital - Santa Ana,BLD-02359,Building VII,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00056&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1990,1,"Santa Ana
(33.762314, -117.891121)"
30 - Orange,13068,Kindred Hospital Brea,BLD-02559,Main Building,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=90HIS&capID2=00000&capID3=00059&agencyCode=OSHPD,,1,1985 California Building Code (CBC),1985,1990,1,"Brea
(33.9345245, -117.8939133)"
30 - Orange,10476,Kindred Hospital Westminster,BLD-01343,Patient Tower (Building I),In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00041&agencyCode=OSHPD,39,3,1970 Uniform Building Code (UBC),1970,1973,1,"Westminster
(33.7624227, -117.9952381)"
30 - Orange,10476,Kindred Hospital Westminster,BLD-03059,Entry/Lobby (Building II),In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00196&agencyCode=OSHPD,14,1,1970 Uniform Building Code (UBC),1970,1973,1,"Westminster
(33.7624227, -117.9952381)"
30 - Orange,10476,Kindred Hospital Westminster,BLD-03060,Critical Care (Building III),In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00197&agencyCode=OSHPD,14,1,1970 Uniform Building Code (UBC),1970,1973,1,"Westminster
(33.7624227, -117.9952381)"
30 - Orange,10476,Kindred Hospital Westminster,BLD-03061,Body Scanner Addition (Building IV),In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00071&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1977,1,"Westminster
(33.7624227, -117.9952381)"
30 - Orange,10476,Kindred Hospital Westminster,BLD-03479,Entry Canopy,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00419&agencyCode=OSHPD,,3,1970 Uniform Building Code (UBC),1970,1973,1,"Westminster
(33.7624227, -117.9952381)"
30 - Orange,13019,La Palma Intercommunity Hospital,BLD-00982,Main Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00037&agencyCode=OSHPD,11,1,1967 Uniform Building Code (UBC),1967,1971,1,"La Palma
(33.8475227, -118.038414)"
30 - Orange,13019,La Palma Intercommunity Hospital,BLD-00983,Perinatal Building Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=85HIS&capID2=00000&capID3=00013&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1985,1,"La Palma
(33.8475227, -118.038414)"
30 - Orange,13019,La Palma Intercommunity Hospital,BLD-00984,Pool Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=85HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1985,1,"La Palma
(33.8475227, -118.038414)"
30 - Orange,13019,La Palma Intercommunity Hospital,BLD-00985,Service Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=85HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1985,1,"La Palma
(33.8475227, -118.038414)"
30 - Orange,13019,La Palma Intercommunity Hospital,BLD-02758,Service Building,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=85HIS&capID2=00000&capID3=00044&agencyCode=OSHPD,11.5,1,1976 California Building Code (CBC),1976,1980,1,"La Palma
(33.8475227, -118.038414)"
30 - Orange,13019,La Palma Intercommunity Hospital,BLD-02759,Rehabilitation Department Expansion,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00048&agencyCode=OSHPD,14.5,1,1976 California Building Code (CBC),1976,1980,1,"La Palma
(33.8475227, -118.038414)"
30 - Orange,13019,La Palma Intercommunity Hospital,BLD-02760,Patient Room Expansion,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00049&agencyCode=OSHPD,12,1,1976 California Building Code (CBC),1976,1980,1,"La Palma
(33.8475227, -118.038414)"
30 - Orange,13019,La Palma Intercommunity Hospital,BLD-05516,Oxygen Tank Yard,Equipment Yard,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=00CII&agencyCode=OSHPD,,,Unknown,,,1,"La Palma
(33.8475227, -118.038414)"
30 - Orange,13019,La Palma Intercommunity Hospital,BLD-05782,Canopy,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=14CAP&capID2=00000&capID3=006EZ&agencyCode=OSHPD,13,1,2010 California Building Code (CBC),2010,2014,1,"La Palma
(33.8475227, -118.038414)"
30 - Orange,10440,Los Alamitos Medical Center,BLD-02395,Main Hospital/ICU - CCU/Nuclear Med,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=64HIS&capID2=00000&capID3=00051&agencyCode=OSHPD,13,1,1961 Uniform Building Code (UBC),1961,1964,1,"Los Alamitos
(33.8043938, -118.0666275)"
30 - Orange,10440,Los Alamitos Medical Center,BLD-02396,OB South/ER/Lab,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=88HIS&capID2=00000&capID3=00045&agencyCode=OSHPD,,2,1979 California Building Code (CBC),1979,1988,1,"Los Alamitos
(33.8043938, -118.0666275)"
30 - Orange,10440,Los Alamitos Medical Center,BLD-02397,Women's Center,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00059&agencyCode=OSHPD,,1,1992 California Building Code (CBC),1992,1994,1,"Los Alamitos
(33.8043938, -118.0666275)"
30 - Orange,10440,Los Alamitos Medical Center,BLD-02398,Linear Accelerator,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=88HIS&capID2=00000&capID3=00046&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1988,1,"Los Alamitos
(33.8043938, -118.0666275)"
30 - Orange,10468,Mission Hospital Laguna Beach,BLD-02433,Original Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=59HIS&capID2=00000&capID3=00037&agencyCode=OSHPD,24.67,2,1958 Uniform Building Code (UBC),1958,1959,1,"Laguna Beach
(33.5005951, -117.7404938)"
30 - Orange,10468,Mission Hospital Laguna Beach,BLD-02434,Nursing Tower,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=65HIS&capID2=00000&capID3=00046&agencyCode=OSHPD,77,6,1961 Uniform Building Code (UBC),1961,1965,1,"Laguna Beach
(33.5005951, -117.7404938)"
30 - Orange,10468,Mission Hospital Laguna Beach,BLD-02435,Elevator Tower,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00062&agencyCode=OSHPD,68.5,5,1970 Uniform Building Code (UBC),1970,1971,1,"Laguna Beach
(33.5005951, -117.7404938)"
30 - Orange,10468,Mission Hospital Laguna Beach,BLD-02436,Radiographic,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00063&agencyCode=OSHPD,12.5,1,1970 Uniform Building Code (UBC),1970,1971,1,"Laguna Beach
(33.5005951, -117.7404938)"
30 - Orange,10468,Mission Hospital Laguna Beach,BLD-02437,Radiographic - South Addition,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00064&agencyCode=OSHPD,13,1,1970 Uniform Building Code (UBC),1970,1971,1,"Laguna Beach
(33.5005951, -117.7404938)"
30 - Orange,10468,Mission Hospital Laguna Beach,BLD-02438,Administration Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00065&agencyCode=OSHPD,26,2,1970 Uniform Building Code (UBC),1970,1971,1,"Laguna Beach
(33.5005951, -117.7404938)"
30 - Orange,10468,Mission Hospital Laguna Beach,BLD-02439,Mechanical / Central Plant,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00066&agencyCode=OSHPD,22,2,1970 Uniform Building Code (UBC),1970,1971,1,"Laguna Beach
(33.5005951, -117.7404938)"
30 - Orange,10468,Mission Hospital Laguna Beach,BLD-02440,Linear Accelerator Suite (Treatment),In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=87HIS&capID2=00000&capID3=00039&agencyCode=OSHPD,14,1,1979 California Building Code (CBC),1979,1987,1,"Laguna Beach
(33.5005951, -117.7404938)"
30 - Orange,12804,Mission Hospital Regional Medical Center,BLD-00913,Pavilion - Building 1,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=70HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,14,1,1967 Uniform Building Code (UBC),1967,1970,1,"Mission Viejo
(33.5610161, -117.6652985)"
30 - Orange,12804,Mission Hospital Regional Medical Center,BLD-00914,Pavilion - Building 2,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=78HIS&capID2=00000&capID3=00021&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1978,1,"Mission Viejo
(33.5610161, -117.6652985)"
30 - Orange,12804,Mission Hospital Regional Medical Center,BLD-00915,Pavilion - Building 3,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=78HIS&capID2=00000&capID3=00022&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1978,1,"Mission Viejo
(33.5610161, -117.6652985)"
30 - Orange,12804,Mission Hospital Regional Medical Center,BLD-00916,Pavilion - Building 4,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=78HIS&capID2=00000&capID3=00023&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1978,1,"Mission Viejo
(33.5610161, -117.6652985)"
30 - Orange,12804,Mission Hospital Regional Medical Center,BLD-00917,Pavilion - Building 5,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00021&agencyCode=OSHPD,,1,1985 California Building Code (CBC),1985,1992,1,"Mission Viejo
(33.5610161, -117.6652985)"
30 - Orange,12804,Mission Hospital Regional Medical Center,BLD-00918,Hospital Tower,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=93HIS&capID2=00000&capID3=00013&agencyCode=OSHPD,,5,1989 California Building Code (CBC),1989,1993,1,"Mission Viejo
(33.5610161, -117.6652985)"
30 - Orange,12804,Mission Hospital Regional Medical Center,BLD-03184,Tower 2,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00216&agencyCode=OSHPD,62,4,2001 California Building Code (CBC),2001,2009,1,"Mission Viejo
(33.5610161, -117.6652985)"
30 - Orange,12804,Mission Hospital Regional Medical Center,BLD-03185,Linear Accelerator,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00217&agencyCode=OSHPD,16,1,2001 California Building Code (CBC),2001,2009,1,"Mission Viejo
(33.5610161, -117.6652985)"
30 - Orange,12804,Mission Hospital Regional Medical Center,BLD-03186,Perioperative Pediatric Pavilion,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00218&agencyCode=OSHPD,,1,1998 California Building Code (CBC),1998,2005,1,"Mission Viejo
(33.5610161, -117.6652985)"
30 - Orange,15630,Orange Coast Memorial Medical Center,BLD-00323,Original Building,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=86HIS&capID2=00000&capID3=00001&agencyCode=OSHPD,37.52,3,1979 California Building Code (CBC),1979,1986,1,"Fountain Valley
(33.7016398, -117.9565445)"
30 - Orange,15630,Orange Coast Memorial Medical Center,BLD-00324,South Addition,In Service,3s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00006&agencyCode=OSHPD,50.625,4,1985 California Building Code (CBC),1985,1994,1,"Fountain Valley
(33.7016398, -117.9565445)"
30 - Orange,15630,Orange Coast Memorial Medical Center,BLD-00325,Emergency Room Addition,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00007&agencyCode=OSHPD,14,1,1989 California Building Code (CBC),1989,1992,1,"Fountain Valley
(33.7016398, -117.9565445)"
